name,age,birth year,first_name,family_name,father name,mother name,alive,death_cause,occ,height,strength,speed,stamina,weight,charisma,willpower,intel,melanin,parental,compassion,dexterity,weapon_prof,wealth,academic,farmer,fighter,hunter,merchant,gatherer,ruler,years_service
s_44 153 740 8271,14,107,8271,s_44,44 153 740,64 119 622 1511 3795,1,alive,useless,53.8044,50.2208,80.7697,78.0034,73.9326,72.8309,86.0424,84.8578,80.3129,60.4935,77.5461,72.0259,0,0,1278.79,1134.18,863.639,1053.73,1099.3,975,1051.91,0
s_70 640 2587 5575,16,93,5575,s_70,70 640 2587,74 272 1160,0,lack of mass,useless,55.779,42.0335,56.4747,68.2012,50.8653,67.1916,80.968,87.3801,63.5853,75.5831,84.0895,79.3813,0,0,1278.64,1045.02,802.816,1001.57,1054.3,975,963.603,0
s_24 376 1270 5580 9933,6,115,9933,s_24,24 376 1270 5580,15 219 802 1795,1,alive,useless,24.0116,21.0992,29.4735,32.1916,46.472,68.6219,73.8432,90.9054,69.5414,33.2658,84.7514,30.447,0,0,1278.27,802.17,478.848,551.874,1073.57,975,642.455,0
s_24 577 2313 6287,18,97,6287,s_24,24 577 2313,74 355 1809,0,lack of mass,gatherer,65.1434,46.7328,66.2497,67.9318,71.172,78.2437,78.0683,88.7785,87.8778,74.8845,75.7208,78.8921,0,0,1278.13,1055.65,870.03,1075.54,1152.6,975,1059.83,0
s_44 319 829 7423,15,103,7423,s_44,44 319 829,11 121 593 2492,0,lack of mass,useless,65.0647,54.8391,76.8294,76.6798,57.0891,77.6988,81.294,87.1599,74.4576,54.3357,67.1356,68.7789,0,0,1278.07,1105.75,857.371,1036.61,1161.1,975,1060.43,0
s_24 577 1905 6417 10654,2,119,10654,s_24,24 577 1905 6417,1 237 1227 3845,1,alive,useless,11.4106,8.97677,12.5883,12.7589,23.7616,78.9535,76.2946,89.6432,83.3057,12.7919,85.1083,12.8152,0,0,1277.9,730.876,336.37,359.425,1141.39,975,536.718,0
s_35 143 511 1303 3087 6991,19,101,6991,s_35,35 143 511 1303 3087,35 202 1194 2761,0,lack of mass,gatherer,61.7484,40.5956,69.7097,74.3429,61.4462,78.547,73.3967,91.0899,77.2032,74.9186,88.9539,75.4376,0,0,1277.88,1008.79,843.362,1056.08,1135.19,975,1040.22,0
s_20 222 675 2270 10254,4,117,10254,s_20,20 222 675 2270,56 315 1235 3118,1,alive,useless,19.8935,19.3136,22.9372,22.6984,32.1462,73.6678,93.4899,81.0305,89.3445,14.3466,70.5173,20.0715,0,0,1277.75,942.584,442.581,485.698,1107.73,975,653.63,0
s_56 132 642 2245 8656,12,109,8656,s_56,56 132 642 2245,56 132 642 2850,1,alive,useless,42.3778,46.0099,44.9047,61.778,78.6497,76.751,79.5123,87.9511,78.7505,49.3886,76.3899,52.4873,0,0,1277.07,1015.1,693.008,829.126,1138.33,975,887.397,0
s_27 177 1748 7463,16,103,7463,s_27,27 177 1748,56 315 1235 3118,0,lack of mass,useless,60.8848,40.3955,52.582,73.5612,57.7647,77.7266,77.38,88.9994,87.8643,81.4974,77.6958,72.9741,0,0,1276.89,1022.82,771.321,965.618,1145.69,975,976.61,0
s_3 297 1394 4006,13,83,4006,s_3,3 297 1394,25 161 537 1667,0,lack of mass,useless,60.2522,42.2411,72.9739,67.5366,60.1134,72.1627,72.649,91.3048,73.2158,52.0103,71.1023,58.6818,0,0,1276.29,960.852,756.971,914.721,1126.85,975,939.667,0
s_40 418 1182 2998 9055,5,111,9055,s_40,40 418 1182 2998,1 371 1092 4861,0,disease,useless,22.3158,16.5863,22.377,26.5748,38.9373,64.7298,77.6957,88.7703,75.6289,22.3303,86.7976,25.0227,0,0,1276.18,828.745,468.104,538.929,1035.82,975,630.714,0
s_64 119 1368 3139 7933,15,105,7933,s_64,64 119 1368 3139,11 121 593 2216,0,lack of mass,useless,49.0352,35.7637,55.3938,90.3426,37.5404,65.2968,80.9889,87.1211,73.3042,65.2355,87.2666,53.5737,0,0,1276.16,1087.19,727.284,907.598,1033.91,975,928.027,0
s_44 153 740 2316,15,68,2316,s_44,44 153 740,9 399,0,lack of mass,useless,58.937,41.3496,57.7266,77.8754,58.5289,77.7739,82.6443,86.281,78.6952,57.6137,72.0763,70.2749,0,0,1276.03,1081.62,784.361,977.708,1149.11,975,1001.74,0
s_56 315 1261 3420 9088,10,111,9088,s_56,56 315 1261 3420,53 610 2668,1,alive,useless,42.4521,32.1067,42.0726,64.9086,64.8582,73.0587,92.4006,81.3412,74.5415,47.386,77.3908,51.0984,0,0,1275.41,1096.86,659.153,803.705,1090.65,975,881.176,0
s_64 398 1560 6753,21,100,6753,s_64,64 398 1560,5 336 1657,1,alive,gatherer,66.5135,48.4274,67.7737,76.4135,169.846,76.639,81.4409,86.7491,71.4146,77.7146,79.908,65.3769,4.6792e-310,4322.06,1274.7,1107.66,841.802,1031.78,1126.9,975,1056.91,0
s_44 153 576 2709,13,72,2709,s_44,44 153 576,40 418 1114,0,lack of mass,useless,48.1261,28.6946,49.5668,63.1312,24.3776,76.253,81.7732,86.5371,71.1794,59.5369,75.4386,54.3052,0,0,1274.24,998.017,671.368,823.973,1132.5,975,886.397,0
s_56 132 642 1610 5293 9538,8,113,9538,s_56,56 132 642 1610 5293,24 376 1465,1,alive,useless,30.5827,21.2415,38.1,43.6304,55.8886,80.8144,86.771,84.0116,74.0264,37.4274,70.7319,41.3554,0,0,1273.97,954.417,560.951,668.658,1166.27,975,786.839,0
s_21 364 1023 2672 6604,16,99,6604,s_21,21 364 1023 2672,54 186 501 2664,0,lack of mass,useless,67.9749,54.207,82.5552,76.7237,75.6194,71.0545,78.352,88.2059,73.3593,60.2182,89.403,66.2476,0,0,1273.82,1076.28,855.539,1031.94,1073.19,975,1039.77,0
s_70 1156 3071 10453,3,118,10453,s_70,70 1156 3071,3 521 2139 5537,1,alive,useless,13.5403,12.2481,12.9294,13.3783,32.7477,76.6106,76.4957,89.1006,75.7146,16.013,85.9227,17.0974,0,0,1273.48,746.247,362.374,393.654,1121.73,975,553.05,0
s_21 364 1023 2672,49,72,2672,s_21,21 364 1023,68 131 1184,1,alive,fighter,67.0105,60.9112,80.2422,77.8164,161.02,65.5952,79.0158,87.425,65.9888,66.6211,80.8505,78.8327,0,1315.02,1271.31,1131.9,946.806,1156.37,1051.14,975,1099.5,32
s_68 131 697 2080 5260,14,91,5260,s_68,68 131 697 2080,53 236,0,lack of mass,useless,54.6008,35.2084,56.0188,67.3858,42.7296,80.7236,88.4217,83.024,80.954,66.2579,75.2927,62.5157,0,0,1272.35,1087.09,738.815,908.447,1153.55,975,973.834,0
s_39 189 948 2923 6235,18,97,6235,s_39,39 189 948 2923,61 195 983 2437,0,lack of mass,gatherer,72.5888,48.2339,58.2992,76.6298,81.4667,82.5733,85.1129,84.6749,71.1918,85.5821,81.404,69.197,0,0,1272.31,1144.03,839.592,1036.74,1159.23,975,1082.65,0
s_1 100 506 1266 6883,21,100,6883,s_1,1 100 506 1266,17 417 1419,1,alive,gatherer,64.4688,43.2892,63.837,75.403,174.985,74.1736,79.3252,87.5178,72.2067,76.1577,79.6539,75.5165,0,0,1271.8,1070.26,843.749,1056.61,1112.46,975,1041.32,0
s_20 253 754 1713,17,61,1713,s_20,20 253 754,21 176 635,0,lack of mass,useless,67.0569,53.3777,60.871,71.6941,71.5578,70.8953,75.8611,89.2364,74.0746,62.101,77.3662,67.8764,0,0,1271.67,1039.42,806.177,980.721,1099.24,975,984.635,0
s_44 153 576 2086,55,66,2086,s_44,44 153 576,96 560,1,alive,gatherer,59.1261,46.3675,60.3326,58.8799,154.587,66.8126,69.8782,91.8616,81.3146,68.4494,76.2948,68.5644,0,53448.7,1269.76,950.208,797.264,973.617,1082.08,975,941.767,0
s_69 181 891 2290 5265,30,91,5265,s_69,69 181 891 2290,5 113 753 2087,1,alive,fighter,58.1453,62.4313,74.9055,75.9077,167.692,77.4481,84.8326,84.7212,67.9506,53.547,79.8725,81.2127,0,83.1139,1271.37,1178.12,950.543,1161.09,1127.96,975,1134.2,13
s_73 314 1181 4421,17,86,4421,s_73,73 314 1181,44 319 1330,0,lack of mass,useless,68.7477,50.6102,88.4033,78.9783,79.4202,83.9897,70.0659,92.1041,84.243,61.0534,78.0288,74.3678,0,0,1271.37,999.613,873.702,1071.24,1198.18,975,1080.72,0
s_61 391 1142 3437,42,79,3437,s_61,61 391 1142,70 281,1,alive,fighter,65.1461,68.0574,78.8824,78.9597,143.467,70.5133,83.7009,84.8038,78.8844,63.2371,75.5838,77.076,0,943.054,1268.65,1198.73,966.73,1168.78,1088.24,975,1136.38,25
s_53 305 869 2199 5043,14,90,5043,s_53,53 305 869 2199,99 323 1421,0,lack of mass,useless,48.9208,35.646,56.5643,61.0093,35.2322,72.0065,74.1693,89.9788,76.8547,58.9072,81.5922,57.879,0,0,1270.63,940.092,700.346,854.207,1100.8,975,879.599,0
s_5 367 1643 9409,8,113,9409,s_5,5 367 1643,61 195 983 2837,1,alive,useless,36.3401,27.1969,40.6825,38.8304,52.1156,67.7202,70.1853,91.9663,77.761,36.1548,77.998,39.4358,0,0,1270.59,808.416,549.584,644.602,1083.94,975,706.352,0
s_44 153 740 2198 6747,17,99,6747,s_44,44 153 740 2198,21 137 435 1484,0,lack of mass,useless,64.7066,49.4931,64.1228,68.2312,71.4184,74.9995,80.9559,86.5686,75.0836,79.6251,81.7355,74.4578,0,0,1270.47,1068.22,828.09,1012.74,1111.23,975,1017.19,0
s_28 130 689 2524 9518,8,113,9518,s_28,28 130 689 2524,64 324 1111 4217,1,alive,useless,31.0646,23.7638,31.7152,33.3898,52.74,82.2089,86.2827,83.8974,73.5299,35.2232,85.4388,34.1154,0,0,1270.39,929.674,525.611,607.333,1146.28,975,752.202,0
s_52 325 1193 9422,3,113,9422,s_52,52 325 1193,73 314 1256 4059,0,accident,useless,14.5778,14.3614,20.5195,14.7974,29.0333,79.955,80.4902,86.7677,64.9158,15.943,76.3634,16.6635,0,0,1270.13,811.888,423.481,464.534,1157.26,975,628.597,0
s_70 1156 10412,3,118,10412,s_70,70 1156,73 626 2528,1,alive,useless,15.0642,12.8031,14.6056,15.5328,32.4702,79.9256,84.6639,84.6045,85.4812,17.0543,74.1931,18.6382,0,0,1269.36,825.454,381.846,417.234,1154.91,975,597.252,0
s_21 392 1488 5411,29,92,5411,s_21,21 392 1488,6 616 1600,1,alive,gatherer,64.8466,48.9174,56.6514,77.989,168.769,75.1338,79.1652,87.3508,80.2511,89.0427,85.3241,85.2853,0,18904.8,1269.33,1094.24,876.531,1108.13,1108.74,975,1067.07,0
s_9 257 624 1500 3825 8395,13,108,8395,s_9,9 257 624 1500 3825,1 237 942 3016,1,alive,useless,49.9491,46.9082,72.2944,58.6344,59.4745,81.6177,77.941,87.9451,75.2923,55.3158,74.3504,62.1805,0,0,1269.16,999.928,779.659,929.463,1176.46,975,973.829,0
s_1 237 1227 3095,45,76,3095,s_1,1 237 1227,44 183 632,1,alive,fighter,72.7215,56.1758,76.3301,85.1326,142.516,64.7179,80.4494,86.2075,79.3968,67.8973,81.0384,69.129,0,2532.98,1266.34,1152.53,903.139,1106.04,1040.97,975,1084.67,23
s_53 305 869 2199 7755,16,105,7755,s_53,53 305 869 2199,56 315 1235 3118,1,alive,useless,58.0795,46.1241,66.6916,78.5945,82.3207,70.5163,75.4033,89.1152,76.827,77.4758,78.6582,64.4883,0,0,1268.17,1032.03,790.97,972.041,1093.64,975,975.026,0
s_17 385 1329 3911,4,83,3911,s_17,17 385 1329,20 214 814,0,accident,useless,18.4914,17.0259,22.7209,20.9848,38.6702,80.6037,78.6877,87.445,75.3698,17.3297,80.4505,19.9657,4.6792e-310,0,1267.89,822.221,449.763,503.156,1155.66,975,657.76,0
s_9 257 624 2044,13,65,2044,s_9,9 257 624,64 180 897,0,lack of mass,useless,64.434,45.582,68.7135,69.1067,64.6534,77.0819,81.321,86.1164,79.5633,53.1882,69.8828,58.3419,0,0,1267.77,1054.76,770.905,926.908,1148.16,975,986.276,0
s_53 150 774 3109 8897,11,110,8897,s_53,53 150 774 3109,1 237 1277 4322,1,alive,useless,40.1554,31.0387,44.3033,56.1455,61.0868,75.0001,73.5218,89.9883,85.3062,59.3603,78.0371,52.3065,0,0,1267.49,904.938,635.048,773.141,1128.89,975,821.713,0
s_6 351 2815,12,73,2815,s_6,6 351,61 195 1167,0,lack of mass,useless,54.9493,38.0183,51.4818,52.6064,44.6016,76.6732,81.2296,86.134,75.0813,43.7222,68.1211,55.1829,0,0,1267.49,983.895,685.576,821.387,1148.87,975,889.925,0
s_44 153 576 2086 9436,8,113,9436,s_44,44 153 576 2086,25 161 537 1429,1,alive,useless,30.7241,35.2348,41.1588,40.0877,59.2524,76.4539,77.5292,87.9833,85.2044,31.9136,68.3828,35.8687,0,0,1267.48,899.233,573.213,657.913,1152.36,975,760.545,0
s_33 327 1590 4325,16,85,4325,s_33,33 327 1590,73 555,0,lack of mass,useless,65.8963,52.9263,73.4445,70.8778,70.2297,77.1109,76.2195,88.6245,66.6714,72.6328,73.0393,77.2192,0,0,1267.34,1039.15,856.551,1047.1,1149.57,975,1041.14,0
s_35 143 511 1303 3087 6660,20,99,6660,s_35,35 143 511 1303 3087,74 355 940 2722,0,lack of mass,gatherer,59.8983,38.7467,81.6471,93.1643,56.443,73.6755,76.6412,88.375,81.7111,80.1075,76.1239,70.6579,0,0,1266.96,1088.23,871.555,1099.78,1118.61,975,1081.27,0
s_74 349 1295,17,52,1295,s_74,74 349,56 260,0,lack of mass,fighter,66.6376,56.8837,85.6678,83.1667,74.5573,86.7268,82.034,85.6781,78.6219,65.8151,74.176,76.5018,0,0,1266.95,1137.33,911.897,1113.77,1205.77,975,1141.58,0
s_40 303 1062 3195 6553,15,99,6553,s_40,40 303 1062 3195,56 132 642 2850,0,lack of mass,useless,54.2155,51.9272,56.4885,76.473,41.8538,79.5995,93.2045,80.0574,77.9946,55.5871,70.5393,65.8801,0,0,1266.6,1202.02,810.725,986.769,1146.29,975,1040.74,0
s_64 398 1133 4878,15,89,4878,s_64,64 398 1133,17 144 805,0,lack of mass,useless,56.282,36.5691,51.8877,66.8635,35.0979,65.8866,86.4429,83.4151,71.6004,69.401,76.005,65.101,0,0,1266.37,1078.46,744.804,917.108,1049.44,975,929.411,0
s_22 124 485 1457 4454 10470,3,118,10470,s_22,22 124 485 1457 4454,15 155 687 1886 6114,1,alive,useless,15.8578,17.3383,16.204,19.0498,26.329,77.8488,85.8534,83.6857,79.3767,12.9147,80.4964,16.8739,0,0,1266.12,854.551,394.92,428.336,1125.01,975,607.195,0
s_17 417 1125 2608 9693,7,114,9693,s_17,17 417 1125 2608,68 131 697 3179,1,alive,useless,31.2736,26.2969,36.8365,29.6965,40.8277,76.1432,76.0364,88.5361,71.6592,30.5908,72.5675,36.7658,0,0,1265.54,833.649,529.139,608.148,1143.48,975,712.292,0
s_54 186 1725 4978,31,90,4978,s_54,54 186 1725,34 532 1945,1,alive,fighter,67.7748,64.2393,83.9727,82.4448,164.083,71.6446,75.4334,88.821,70.7521,72.0608,76.9733,77.3116,0,1194.03,1265.38,1119.14,958.148,1167.79,1105.43,975,1125.87,14
s_21 364 1023 2672 10075,5,116,10075,s_21,21 364 1023 2672,20 253 760 3669,1,alive,useless,22.3428,16.4748,22.0285,23.5566,45.5292,70.9382,78.5849,87.2268,73.6112,27.6001,79.3927,24.1578,0,0,1265.19,807.771,429.148,483.562,1089.46,975,611.186,0
s_56 227 688 2246,12,67,2246,s_56,56 227 688,34 473,0,accident,useless,45.0759,40.2068,45.7514,51.9402,113.677,72.1337,76.4583,88.2786,76.863,55.8754,88.1907,51.7594,0,0,1265.08,964.565,694.044,832.333,1083.39,975,870.167,0
s_61 179 656 1624 4343 9323,9,112,9323,s_61,61 179 656 1624 4343,27 342 1522 4499,1,alive,useless,40.633,36.0881,48.7552,52.1064,57.8606,70.2822,80.7357,86.1368,72.5092,38.9336,77.3154,49.5062,0,0,1265.05,965.488,646.615,769.826,1085.76,975,825.762,0
s_21 364 979 2325 5574,14,93,5574,s_21,21 364 979 2325,5 113 753 2087,0,disease,useless,57.5712,38.8135,71.6262,66.4482,62.9621,79.9846,89.2161,81.8688,61.3412,50.0198,78.9365,71.0472,0,0,1264.77,1118.73,837.957,1034,1137.63,975,1061.04,0
s_44 153 1585 4612,23,87,4612,s_44,44 153 1585,6 616 1691,0,lack of mass,gatherer,59.1933,34.5713,72.9935,88.4828,54.1692,76.1531,70.5388,91.1954,78.8033,75.1165,79.9587,72.0643,0,0,1264.65,1007.04,830.704,1059.07,1136.74,975,1037.78,0
s_1 100 443 1881 5049,16,90,5049,s_1,1 100 443 1881,6 409 1091,0,lack of mass,fighter,69.7429,51.3794,91.555,93.7648,78.5945,74.1658,84.5578,84.1425,80.4763,66.5042,74.5018,76.4628,0,0,1264.21,1171.97,918.523,1136.22,1112.58,975,1132.05,0
s_3 140 700 1999 6134,9,96,6134,s_3,3 140 700 1999,11 424 2083,0,lack of mass,useless,33.8561,26.947,47.4018,43.1171,13.4455,89.5518,73.3139,89.7575,77.0046,38.5978,71.9111,36.1471,0,0,1264.14,852.986,567.974,662.417,1242.31,975,798.293,0
s_1 237 942 5623,5,94,5623,s_1,1 237 942,9 207 686,0,accident,useless,19.7633,22.5879,26.583,28.4205,37.7411,72.905,84.8785,83.9685,71.1938,21.2196,89.6855,24.479,0,0,1264.08,916.932,504.151,571.693,1072.87,975,697.255,0
s_11 121 593 1487 3996,38,83,3996,s_11,11 121 593 1487,28 158 854,1,alive,fighter,69.1624,64.0679,79.2647,91.2659,154.013,75.4493,87.4694,82.6643,75.7955,57.2294,71.9035,80.8862,0,741.072,1263.99,1252.8,982.256,1210.14,1123.73,975,1189.13,21
s_56 132 2061 6874,15,100,6874,s_56,56 132 2061,28 158 817 2593,0,lack of mass,useless,54.4216,47.7109,76.7667,73.426,46.4815,71.9916,82.0671,85.3567,80.0686,56.9805,72.8644,66.8548,0,0,1263.9,1082.99,827.506,1004.46,1104.28,975,1012.1,0
s_37 457 1479 3913 9560,8,113,9560,s_37,37 457 1479 3913,37 369 1580 5138,1,alive,useless,34.1282,23.4326,36.7895,42.0744,56.7185,72.3726,80.0018,86.3862,80.2657,43.1513,88.9561,34.183,0,0,1263.87,895.248,533.153,624.938,1077.85,975,730.475,0
s_61 391 1142 3437 7425,15,103,7425,s_61,61 391 1142 3437,20 253 760 3669,0,lack of mass,useless,61.7151,49.5114,77.8733,68.5407,63.9801,75.4049,72.6855,90.0416,79.037,63.1181,83.6575,70.4227,0,0,1263.84,987.442,825.038,1002.38,1120.64,975,1002.48,0
s_56 132 1017 2472 5662,27,94,5662,s_56,56 132 1017 2472,39 412 1612,1,alive,gatherer,71.7142,53.717,53.2598,60.2815,195.195,68.4368,75.4767,88.6345,65.4239,79.2765,77.9324,74.8466,0,16027,1263.73,1021.69,827.96,1012.76,1079.1,975,988.063,0
s_48 116 571 1546 9008,9,111,9008,s_48,48 116 571 1546,69 181 997 2136,0,lack of mass,useless,42.3565,24.0671,43.4915,46.6874,29.2144,86.2637,79.5308,86.5988,66.8482,36.8115,75.0479,40.927,0,0,1263.64,908.52,574.59,684.139,1203.55,975,815.98,0
s_21 137 852 1965,15,64,1965,s_21,21 137 852,14,0,lack of mass,useless,61.397,43.928,79.1499,77.7081,55.229,71.4428,80.7147,85.9979,75.3779,55.9339,72.0384,63.9073,0,0,1263.55,1071.16,814.654,994.04,1104.02,975,1012.12,0
s_15 400 1561 5591 10342,4,117,10342,s_15,15 400 1561 5591,6 616 1691,1,alive,useless,19.1431,20.4928,23.4906,18.1496,28.2933,77.1218,80.1315,86.289,78.3223,19.5122,70.8831,19.9002,0,0,1263.55,815.016,422.965,460.396,1146.95,975,619.067,0
s_17 385 2043,38,65,2043,s_17,17 385,32 238,0,disease,fighter,66.8596,67.6324,74.5569,73.0251,169.209,65.6408,85.8773,83.4114,73.4893,64.763,75.9726,75.809,0,1779.47,1263.5,1193.67,945.871,1137.95,1047.77,975,1102.26,21
s_74 272 1087 5314,29,92,5314,s_74,74 272 1087,5 777 1919,1,alive,fighter,72.2468,62.2156,57.9752,72.974,170.983,80.7569,84.2443,84.2234,75.217,70.9027,86.7329,74.2067,0,21709.3,1263.46,1163.38,885.981,1079.01,1135.9,975,1102.23,3
s_99 135 439 1244 3226 7988,15,106,7988,s_99,99 135 439 1244 3226,17 417 1125 3319,1,alive,useless,63.5743,48.8844,65.9683,69.2115,76.9139,79.1954,76.9734,87.8496,78.8169,57.1894,73.4957,65.0044,0,0,1263.36,1026.19,789.398,957.761,1160.93,975,996.03,0
s_64 119 973 2294 7527,17,103,7527,s_64,64 119 973 2294,11 184 1343 3492,0,lack of mass,useless,65.5102,42.294,80.2303,79.0279,65.3281,91.2707,89.1122,81.755,77.7008,72.7396,77.6031,73.0264,0,0,1263.11,1150.62,857.145,1057.17,1218.95,975,1124.87,0
s_15 400 1366 3164 9741,7,114,9741,s_15,15 400 1366 3164,69 181 891 2168,1,alive,useless,28.1988,28.1626,32.9761,35.2502,45.5046,68.3091,76.8854,87.8312,67.6709,29.0144,83.1399,31.8642,0,0,1262.74,859.002,517.472,593.196,1065.38,975,685.114,0
s_64 119 973 2294 5488,28,93,5488,s_64,64 119 973 2294,71 273 657 2513,1,alive,fighter,54.385,64.2105,76.1403,78.2921,164.682,61.9489,80.2628,86.1344,75.5076,69.6571,82.2999,83.6454,0,586.479,1262.66,1148.67,960.119,1177.02,1017.45,975,1084.4,11
s_9 207 601 1697 5400 10598,2,119,10598,s_9,9 207 601 1697 5400,69 181 891 2168,1,alive,useless,11.1194,12.899,12.6215,10.7746,22.612,83.3804,77.8261,87.3487,70.4633,11.0913,77.9419,12.3846,0,0,1262.62,748.945,342.687,361.447,1179.82,975,556.724,0
s_56 315 1784,28,62,1784,s_56,56 315,3 381,0,lack of mass,gatherer,62.9117,31.9072,47.1331,54.2598,53.1493,75.7125,78.7636,86.877,72.5655,75.0645,75.1012,75.841,0,0,1262.59,984.062,766.367,957.771,1130.42,975,955.748,0
s_44 153 576 1601 5772,27,94,5772,s_44,44 153 576 1601,11 634 1707,1,alive,gatherer,59.7947,54.2189,63.9933,75.0591,174.253,78.3313,76.8207,87.8311,73.5959,71.7305,73.6801,65.212,0,22871.1,1262.41,1079.62,841.157,1024.8,1154.45,975,1042.61,0
s_64 398 1133 3335 8501,11,108,8501,s_64,64 398 1133 3335,98 337 1213 3747,0,lack of mass,useless,42.7262,24.155,46.4921,60.2741,25.8211,76.2343,76.4265,88.0184,71.7455,53.4555,77.5505,45.5874,0,0,1262.32,921.626,607.409,743.101,1132.59,975,821.866,0
s_17 385 1329 3296 9311,9,112,9311,s_17,17 385 1329 3296,15 219 1569 3798,1,alive,useless,37.7948,31.4808,38.0824,43.3239,60.8173,74.8915,75.1566,88.6527,77.6187,42.5287,82.6204,41.506,0,0,1262.31,879.311,575.231,677.248,1114.96,975,762.73,0
s_68 131 2123 7218,2,102,7218,s_68,68 131 2123,44 319 1330,0,accident,useless,12.7238,9.96734,8.01043,11.629,23.1167,79.9074,76.124,88.146,73.7985,12.0288,77.1475,12.7937,0,0,1262.08,749.905,360.366,393.014,1159.49,975,565.619,0
s_99 323 964 2265 8892,11,110,8892,s_99,99 323 964 2265,5 113 753 2087,1,alive,useless,41.4341,42.0917,53.9713,68.0732,62.0192,82.1932,88.968,81.7115,66.3904,41.3467,73.7483,54.6187,0,0,1261.96,1104.37,720.449,869.44,1162.99,975,952.958,0
s_35 682 2862 8788,11,110,8788,s_35,35 682 2862,61 195 983 2437,1,alive,useless,42.4299,33.0209,53.0736,50.7678,58.6843,61.8329,69.5809,91.4008,80.3842,43.4138,79.5155,48.0939,0,0,1261.91,857.701,633.55,757.019,1038,975,773.02,0
s_35 202 1194 2898,45,74,2898,s_35,35 202 1194,54 372 925,0,lack of mass,gatherer,62.1247,28.5717,66.8449,77.1756,43.9297,58.3998,88.4893,81.7235,74.3573,91.1759,74.3315,63.1066,0,297.989,1261.9,1137.58,802.555,999.408,996.706,975,989.919,0
s_15 1297 3067,12,76,3067,s_15,15 1297,68 131 1349,0,lack of mass,useless,51.9236,38.9106,59.3282,52.5523,35.758,72.4827,79.2589,86.5448,70.099,50.3272,79.0508,52.8545,0,0,1261.74,973.518,699.463,829.049,1098.91,975,883.759,0
s_11 184 781 1810,6,62,1810,s_11,11 184 781,33 258 663,0,accident,useless,26.3051,26.5714,31.5448,30.6273,65.9349,72.8076,69.4785,91.4046,77.7015,26.6865,72.5601,27.9257,0,0,1261.44,796.902,518.307,592.514,1128.75,975,686.502,0
s_44 153 740 7362,15,103,7362,s_44,44 153 740,40 160 1378,0,lack of mass,useless,60.0328,35.1729,63.1254,79.653,57.6521,70.9534,90.5169,80.8816,62.9891,60.8767,78.9794,58.0317,0,0,1261.4,1142.23,756.741,932.953,1071.36,975,986.206,0
s_5 464 1389 5223,17,91,5223,s_5,5 464 1389,54 186 501 1338,0,lack of mass,useless,72.8862,53.6993,71.4774,81.7523,86.6538,76.6798,89.1306,81.5507,80.0828,69.9389,70.413,67.3431,0,0,1261.16,1187.16,853.458,1038.8,1130.58,975,1085.11,0
s_44 153 576 1601 5343,3,92,5343,s_44,44 153 576 1601,61 474 1995,0,disease,useless,14.3783,12.6331,18.506,17.5792,27.1146,77.3101,71.2481,90.4715,83.0479,14.7922,69.5885,16.2938,0,0,1260.96,731.87,401.584,446.671,1163.41,975,590.077,0
s_56 132 642 2245 7028,20,101,7028,s_56,56 132 642 2245,70 1156 3503,1,alive,gatherer,62.0958,48.491,65.4535,87.5134,170.807,73.4163,68.089,92.0191,90.5761,66.0763,68.8783,68.7704,0,4528.78,1260.64,1021.68,838.575,1049.29,1142.22,975,1027.92,0
s_40 160 881 2887,18,74,2887,s_40,40 160 881,68 131 1184,0,lack of mass,gatherer,62.1902,46.8378,69.5422,66.3294,59.7889,73.3709,81.4536,85.3053,75.8497,75.5731,80.8651,64.4016,0,0,1260.32,1078.67,832.152,1007.28,1097.78,975,1025,0
s_35 202 550 1894 6695,18,99,6695,s_35,35 202 550 1894,61 391 1655,0,lack of mass,gatherer,61.5913,35.0988,68.796,87.7576,60.2012,75.6878,83.4448,84.3049,79.4018,81.9476,84.8004,71.2434,0,0,1260.27,1122.34,836.609,1061.81,1103.13,975,1066.65,0
s_15 103 641 3758 9077,10,111,9077,s_15,15 103 641 3758,17 417 1125 3319,1,alive,useless,40.1233,48.018,44.6509,42.6817,66.2079,70.9865,86.1965,82.9075,74.2486,38.071,73.9548,44.1743,0,0,1260.06,1024.04,658.507,754.352,1087.72,975,835.037,0
s_15 400 1561 5034,12,90,5034,s_15,15 400 1561,43 520 1837,0,disease,useless,54.1541,36.7436,54.1826,57.7703,74.4489,67.9672,86.325,82.8432,70.7034,55.6015,74.7682,52.1726,0,0,1260.06,1060.47,722.634,871.634,1064.76,975,918.769,0
